Mina, Sirmons, Robertson, False, 2021043891, msirmons3891@estudianteclvz.cr, (25, 84, 48, 54.9, 54.9) 
Jorge, Sánchez, Castro, True, 2022033796, jsa�nchez3796@estudianteclvz.cr, (28, 52, 67, 52.0, 52.0)
Manuel, Rivera, Rodríguez, False, 2020047485, mrivera7485@estudianteclvz.cr, (87, 11, 9, 29.2, 29.2)
Camila, Rivera, Chaves, False, 2020010102, crivera0102@estudianteclvz.cr, (16, 30, 87, 49.3, 49.3)
Miguel, Solano, Navarro, True, 2020055317, msolano5317@estudianteclvz.cr, (54, 64, 15, 41.9, 41.9)
María, Sánchez, Flores, False, 2023058271, msa�nchez8271@estudianteclvz.cr, (60, 27, 93, 61.7, 61.7)
Andrés, Vargas, Sánchez, True, 2024018996, avargas8996@estudianteclvz.cr, (42, 47, 25, 37.0, 37.0)
José, Pérez, Acosta, True, 2025016464, jpa�rez6464@estudianteclvz.cr, (18, 98, 6, 41.2, 41.2)
Luis, Morales, Morales, True, 2024018125, lmorales8125@estudianteclvz.cr, (64, 17, 73, 51.2, 51.2)
Sofía, Castro, Castro, True, 2024010671, scastro0671@estudianteclvz.cr, (84, 63, 78, 74.2, 74.2)
Daniel, Rodríguez, Acosta, False, 2025043249, drodra�guez3249@estudianteclvz.cr, (90, 91, 41, 70.8, 70.8)
Camila, Morales, Castro, True, 2022031750, cmorales1750@estudianteclvz.cr, (32, 41, 9, 26.0, 26.0)
Sofía, González, Sánchez, True, 2025065168, sgonza�lez5168@estudianteclvz.cr, (49, 59, 92, 69.7, 69.7)
Paula, Navarro, Mora, True, 2025065720, pnavarro5720@estudianteclvz.cr, (13, 24, 14, 17.2, 17.2)
Elena, Martínez, Díaz, False, 2023047963, emarta�nez7963@estudianteclvz.cr, (70, 27, 63, 52.2, 52.2)
Sofía, Torres, Solano, False, 2023030202, storres0202@estudianteclvz.cr, (20, 12, 33, 22.4, 22.4)
Andrés, Sánchez, Morales, False, 2024059421, asa�nchez9421@estudianteclvz.cr, (74, 26, 41, 44.0, 44.0)
Sofía, Torres, Vargas, False, 2021030018, storres0018@estudianteclvz.cr, (91, 50, 63, 65.5, 65.5)
Jorge, González, Flores, False, 2025069761, jgonza�lez9761@estudianteclvz.cr, (64, 94, 20, 56.9, 56.9)
Miguel, Mora, Mora, True, 2025066653, mmora6653@estudianteclvz.cr, (70, 27, 66, 53.4, 53.4)
Valeria, Mora, Navarro, False, 2020066321, vmora6321@estudianteclvz.cr, (9, 45, 60, 42.0, 42.0)
Manuel, Acosta, Flores, False, 2022024183, macosta4183@estudianteclvz.cr, (48, 30, 74, 52.1, 52.1)
Gabriela, Rodríguez, Ramírez, True, 2023064867, grodra�guez4867@estudianteclvz.cr, (92, 28, 90, 68.8, 68.8)
Jorge, Castro, Acosta, False, 2023017571, jcastro7571@estudianteclvz.cr, (19, 32, 79, 47.5, 47.5)
Gabriela, Rodríguez, Acosta, False, 2021064937, grodra�guez4937@estudianteclvz.cr, (60, 27, 87, 59.2, 59.2)
Laura, Flores, Torres, True, 2020064345, lflores4345@estudianteclvz.cr, (45, 46, 84, 61.0, 61.0)
Camila, Pérez, Rodríguez, True, 2020054143, cpa�rez4143@estudianteclvz.cr, (99, 80, 50, 72.8, 72.8)
José, Mora, Torres, False, 2023020253, jmora0253@estudianteclvz.cr, (87, 79, 51, 69.8, 69.8)
Carlos, Acosta, Vargas, True, 2022018920, cacosta8920@estudianteclvz.cr, (36, 93, 3, 42.8, 42.8)
Sofía, Mora, Vargas, False, 2024030581, smora0581@estudianteclvz.cr, (34, 11, 59, 36.0, 36.0)
Manuel, Solano, Rodríguez, True, 2021048162, msolano8162@estudianteclvz.cr, (28, 96, 59, 64.2, 64.2)
Ana, González, Solano, True, 2025068620, agonza�lez8620@estudianteclvz.cr, (77, 18, 13, 30.8, 30.8)
María, Castro, Martínez, False, 2022045698, mcastro5698@estudianteclvz.cr, (35, 3, 61, 34.2, 34.2)
Camila, Rivera, Pérez, True, 2022069114, crivera9114@estudianteclvz.cr, (34, 59, 44, 46.8, 46.8)
Valeria, González, Torres, False, 2020024930, vgonza�lez4930@estudianteclvz.cr, (88, 61, 52, 64.1, 64.1)
José, Rojas, Morales, False, 2023059936, jrojas9936@estudianteclvz.cr, (42, 3, 31, 24.0, 24.0)
Carlos, Martínez, Gómez, True, 2022049256, cmarta�nez9256@estudianteclvz.cr, (72, 3, 16, 25.5, 25.5)
Paula, Pérez, Torres, False, 2021038009, ppa�rez8009@estudianteclvz.cr, (12, 41, 79, 49.0, 49.0)
Manuel, Rodríguez, Flores, True, 2020015241, mrodra�guez5241@estudianteclvz.cr, (23, 27, 19, 22.8, 22.8)
José, Torres, Rivera, True, 2024064555, jtorres4555@estudianteclvz.cr, (93, 38, 86, 70.9, 70.9)
Carlos, Martínez, González, False, 2022040535, cmarta�nez0535@estudianteclvz.cr, (13, 15, 63, 33.7, 33.7)
Paula, Chaves, Rodríguez, False, 2024049187, pchaves9187@estudianteclvz.cr, (51, 100, 72, 76.5, 76.5)
Carlos, Solano, González, False, 2020033324, csolano3324@estudianteclvz.cr, (53, 49, 5, 32.4, 32.4)
Luis, Rodríguez, Rojas, True, 2024040287, lrodra�guez0287@estudianteclvz.cr, (29, 21, 45, 32.6, 32.6)
Jorge, Díaz, Mora, True, 2024033008, jda�az3008@estudianteclvz.cr, (12, 84, 43, 49.6, 49.6)
Valeria, Acosta, Flores, True, 2022047196, vacosta7196@estudianteclvz.cr, (9, 58, 77, 53.3, 53.3)
Lucía, Morales, Ramírez, True, 2022040027, lmorales0027@estudianteclvz.cr, (45, 93, 43, 61.0, 61.0)
Ana, Castro, Chaves, True, 2023013320, acastro3320@estudianteclvz.cr, (54, 68, 94, 74.9, 74.9)
Elena, Ramírez, Ramírez, False, 2022069169, erama�rez9169@estudianteclvz.cr, (38, 31, 67, 47.2, 47.2)
Lucía, Vargas, Ramírez, False, 2024065415, lvargas5415@estudianteclvz.cr, (3, 72, 20, 34.0, 34.0)
Pedro, Navarro, Torres, False, 2024052029, pnavarro2029@estudianteclvz.cr, (15, 3, 76, 35.2, 35.2)
