James, Morgan, Briggs, True, 2024030986, jmorgan0986@estudianteclvz.cr, (99, 52, 48, 62.2, 62.2) 
Carlos, Acosta, Vargas, True, 2022049627, cacosta9627@estudianteclvz.cr, (61, 100, 71, 78.7, 78.7)
Laura, Castro, Pérez, False, 2025015966, lcastro5966@estudianteclvz.cr, (27, 13, 90, 47.3, 47.3)
Manuel, Castro, Rodríguez, True, 2021011981, mcastro1981@estudianteclvz.cr, (8, 74, 50, 47.9, 47.9)
Andrés, Morales, Flores, False, 2022061300, amorales1300@estudianteclvz.cr, (70, 7, 91, 56.3, 56.3)
Andrés, Chaves, Gómez, False, 2020060301, achaves0301@estudianteclvz.cr, (79, 36, 65, 58.4, 58.4)
Valeria, Flores, Rojas, True, 2025014042, vflores4042@estudianteclvz.cr, (48, 76, 54, 60.2, 60.2)
Fernando, Gómez, Rodríguez, True, 2023067951, fgomez7951@estudianteclvz.cr, (28, 8, 9, 13.4, 13.4)
Daniel, Navarro, Rojas, False, 2020021287, dnavarro1287@estudianteclvz.cr, (8, 17, 24, 17.6, 17.6)
Camila, Ramírez, Rivera, True, 2022047205, cramirez7205@estudianteclvz.cr, (78, 75, 1, 46.1, 46.1)
Fernando, Vargas, Ramírez, True, 2022044789, fvargas4789@estudianteclvz.cr, (31, 59, 43, 45.6, 45.6)
Luis, Pérez, Navarro, True, 2020035689, lperez5689@estudianteclvz.cr, (87, 78, 29, 60.6, 60.6)
María, Morales, Torres, True, 2021011515, mmorales1515@estudianteclvz.cr, (61, 13, 13, 25.0, 25.0)
Carlos, Acosta, Castro, True, 2021057965, cacosta7965@estudianteclvz.cr, (22, 78, 20, 40.8, 40.8)
Miguel, Rivera, Flores, False, 2024022581, mrivera2581@estudianteclvz.cr, (26, 96, 33, 53.3, 53.3)
Jorge, Vargas, Mora, False, 2020057396, jvargas7396@estudianteclvz.cr, (2, 89, 93, 68.8, 68.8)
María, Sánchez, Flores, False, 2021042786, msanchez2786@estudianteclvz.cr, (15, 29, 9, 17.5, 17.5)
Elena, Pérez, Rojas, False, 2025041641, eperez1641@estudianteclvz.cr, (17, 1, 35, 18.6, 18.6)
Andrés, Navarro, Rodríguez, False, 2021046710, anavarro6710@estudianteclvz.cr, (22, 24, 28, 25.1, 25.1)
María, Chaves, Vargas, True, 2022015629, mchaves5629@estudianteclvz.cr, (89, 61, 60, 67.6, 67.6)
Pedro, Gómez, Vargas, False, 2022038290, pgomez8290@estudianteclvz.cr, (88, 69, 51, 66.5, 66.5)
Valeria, Acosta, Díaz, False, 2023041811, vacosta1811@estudianteclvz.cr, (30, 52, 81, 58.1, 58.1)
Paula, Díaz, Mora, True, 2020011740, pdiaz1740@estudianteclvz.cr, (35, 49, 97, 64.7, 64.7)
Gabriela, Castro, Castro, False, 2025032991, gcastro2991@estudianteclvz.cr, (5, 8, 63, 29.3, 29.3)
Sofía, Ramírez, Martínez, False, 2025016788, sramirez6788@estudianteclvz.cr, (40, 98, 2, 45.1, 45.1)
Manuel, Navarro, Morales, True, 2024064004, mnavarro4004@estudianteclvz.cr, (61, 74, 74, 70.8, 70.8)
Lucía, Castro, Ramírez, True, 2024054843, lcastro4843@estudianteclvz.cr, (96, 1, 21, 32.8, 32.8)
Luis, González, González, False, 2021041582, lgonzalez1582@estudianteclvz.cr, (23, 10, 95, 47.2, 47.2)
Pedro, Navarro, Chaves, False, 2023038796, pnavarro8796@estudianteclvz.cr, (43, 37, 97, 62.5, 62.5)
Carlos, Martínez, Gómez, True, 2025012854, cmartinez2854@estudianteclvz.cr, (72, 25, 66, 53.2, 53.2)
Andrés, Navarro, Ramírez, True, 2024065714, anavarro5714@estudianteclvz.cr, (59, 24, 40, 39.1, 39.1)
José, Flores, Acosta, False, 2022037655, jflores7655@estudianteclvz.cr, (12, 35, 13, 20.4, 20.4)
Jorge, Morales, Castro, False, 2022025142, jmorales5142@estudianteclvz.cr, (74, 37, 74, 61.0, 61.0)
María, Sánchez, Rojas, True, 2020029535, msanchez9535@estudianteclvz.cr, (93, 28, 77, 63.8, 63.8)
Camila, Rivera, Pérez, True, 2021040574, crivera0574@estudianteclvz.cr, (68, 5, 51, 39.2, 39.2)
Elena, Ramírez, Solano, False, 2025017616, eramirez7616@estudianteclvz.cr, (68, 54, 96, 74.3, 74.3)
Paula, Solano, González, True, 2021026571, psolano6571@estudianteclvz.cr, (22, 7, 56, 30.4, 30.4)
Paula, Flores, Martínez, True, 2022061443, pflores1443@estudianteclvz.cr, (68, 72, 14, 47.8, 47.8)
José, Martínez, Vargas, True, 2021067184, jmartinez7184@estudianteclvz.cr, (53, 32, 18, 31.6, 31.6)
Carlos, Navarro, González, False, 2022036927, cnavarro6927@estudianteclvz.cr, (23, 7, 41, 24.6, 24.6)
Andrés, Sánchez, Morales, False, 2021019238, asanchez9238@estudianteclvz.cr, (41, 100, 51, 65.7, 65.7)
Sofía, Díaz, Flores, True, 2020014706, sdiaz4706@estudianteclvz.cr, (20, 26, 42, 30.9, 30.9)
Valeria, Díaz, Díaz, False, 2025023177, vdiaz3177@estudianteclvz.cr, (62, 42, 44, 47.8, 47.8)
Camila, Rivera, Chaves, False, 2024031623, crivera1623@estudianteclvz.cr, (91, 96, 12, 61.1, 61.1)
Andrés, Rodríguez, Pérez, False, 2025017291, arodriguez7291@estudianteclvz.cr, (38, 59, 42, 47.0, 47.0)
Pedro, Chaves, González, True, 2025026141, pchaves6141@estudianteclvz.cr, (71, 34, 38, 44.9, 44.9)
Ana, Vargas, Sánchez, False, 2021012718, avargas2718@estudianteclvz.cr, (81, 81, 24, 58.2, 58.2)
Lucía, Torres, Flores, False, 2025030601, ltorres0601@estudianteclvz.cr, (62, 20, 23, 31.7, 31.7)
Gabriela, Morales, Sánchez, True, 2021030293, gmorales0293@estudianteclvz.cr, (23, 63, 99, 67.4, 67.4)
Sofía, Torres, Vargas, False, 2024050418, storres0418@estudianteclvz.cr, (97, 93, 12, 61.6, 61.6)
